pdf_page,cet_level,raw_family
75,CET-4,hardware
75,CET-6,hardy
75,CET-4,harm harmful harmless
75,CET-4,harmony harmonious
75,CET-4,harness
75,CET-4,harsh
75,CET-4,harvest
75,CET-4,haste hasty hasten
75,CET-4,hat
75,CET-4,hatch
75,CET-4,hate hatred hateful
75,CET-4,haul
75,CET-4,haunt
75,CET-4,have
75,CET-6,haven
75,CET-6,havoc
75,CET-6,hawk
75,CET-4,hay
75,CET-4,hazard hazardous
75,CET-4,haze hazy
75,CET-4,he
75,CET-4,head
75,CET-4,headache
75,CET-4,heading
75,CET-4,headline
75,CET-4,headmaster headmistress
76,CET-4,headquarters
76,CET-4,heal
76,CET-4,health healthy healthful
76,CET-4,heap
76,CET-4,hear hearing
76,CET-4,heart hearty
76,CET-4,heartfelt
76,CET-4,heat heated heating
76,CET-6,heave
76,CET-4,heaven
76,CET-4,heavy
76,CET-4,hectare
76,CET-6,hectic
76,CET-4,hedge
76,CET-4,heel
76,CET-4,height heighten
76,CET-4,heir heiress
76,CET-4,helicopter
76,CET-4,hell
76,CET-4,hello
76,CET-6,helmet
76,CET-4,help helpful helpless helplessly
76,CET-6,hemisphere
76,CET-4,hen
76,CET-4,hence
76,CET-6,henceforth
76,CET-4,her
76,CET-6,herald
76,CET-6,herb herbal
76,CET-4,herd
76,CET-4,here
76,CET-4,hereby
76,CET-4,heritage
76,CET-4,hero/heroine heroic heroism
76,CET-6,heroin
76,CET-4,hers
76,CET-4,herself
76,CET-4,hesitate hesitation hesitant
76,CET-4,hi
76,CET-6,hibernate hibernation
76,CET-4,hide hiding
76,CET-6,hierarchy hierarchical
77,CET-4,high highly
77,CET-4,highlight
77,CET-4,highＧtech
77,CET-4,highway
77,CET-4,hijack
77,CET-6,hike
77,CET-4,hill hilly
77,CET-4,him
77,CET-4,himself
77,CET-4,hinder hindrance
77,CET-6,hinge
77,CET-4,hint
77,CET-4,hip
77,CET-4,hire
77,CET-4,his
77,CET-4,history historic historical historian
77,CET-4,hit
77,CET-6,hitherto
77,CET-6,hive
77,CET-4,hobby
77,CET-6,hockey
77,CET-6,hoist
77,CET-4,hold
77,CET-4,hole
77,CET-4,holiday
77,CET-4,hollow
77,CET-4,holy holiness
77,CET-4,home homeless homely
77,CET-4,homeland
77,CET-4,homework
77,CET-6,homogeneous
77,CET-4,homosexual/homo
77,CET-4,honest honesty
77,CET-4,honey
77,CET-4,honeymoon
77,CET-4,hono(u)r hono(u)rable hono(u)rary
77,CET-4,hook
77,CET-6,hop
77,CET-4,hope hopeful hopeless
77,CET-4,horizon horizontal
77,CET-4,horn
77,CET-4,horror horrible horrify
78,CET-4,horse
78,CET-4,horsepower
78,CET-6,hose
78,CET-4,hospital hospitalize
78,CET-4,hospitable hospitality
78,CET-4,host１
78,CET-4,host２
78,CET-6,hostage
78,CET-4,hostile hostility
78,CET-4,hot
78,CET-4,hotdog
78,CET-4,hotel
78,CET-6,hound
78,CET-4,hour hourly
78,CET-4,house housing
78,CET-4,household
78,CET-4,housewife
78,CET-4,housework
78,CET-6,hover
78,CET-4,how
78,CET-4,however
78,CET-6,howl
78,CET-6,huddle
78,CET-4,hug
78,CET-4,huge
78,CET-6,hum
78,CET-4,human humanity
78,CET-6,humane humanism humanist humanitarian
78,CET-4,humble humbly
78,CET-6,humid humidity
78,CET-6,humiliate humiliation
78,CET-4,humo(u)r humo(u)rous
78,CET-4,hundred
78,CET-4,hunger hungry
78,CET-4,hunt hunting hunter
78,CET-6,hurdle
78,CET-6,hurl
78,CET-6,hurricane
78,CET-4,hurry hurriedly
78,CET-4,hurt hurtful
78,CET-4,husband
78,CET-4,hut
79,CET-6,hybrid
79,CET-4,hydrogen
79,CET-6,hygiene hygienic
79,CET-4,hyphen
79,CET-6,hypocrisy hypocritical hypocrite
79,CET-6,hypothesis hypothetical
79,CET-6,hysterical hysteria
79,CET-4,I
79,CET-4,ice icy
79,CET-6,iceberg
79,CET-4,iceＧcream
79,CET-6,icon
79,CET-4,idea
79,CET-4,ideal idealistic idealism
79,CET-4,identify identification
79,CET-4,identity identical
79,CET-6,ideology ideological
79,CET-4,idiom idiomatic
79,CET-6,idiot idiotic
79,CET-4,idle idly
79,CET-6,idol
79,CET-4,if
79,CET-6,ignite ignition
79,CET-4,ignorant ignorance
79,CET-4,ignore
79,CET-4,ill illness
79,CET-4,illegal
79,CET-6,illicit
79,CET-6,illiterate illiteracy
79,CET-6,illuminate illumination
79,CET-4,illusion illusory
79,CET-4,illustrate illustration illustrative
79,CET-4,image imaging
79,CET-4,imagine imagination imaginative imaginary
79,CET-4,imitate imitation imitative
79,CET-4,immediate immediately
79,CET-4,immense immensely immensity
79,CET-6,immerse immersion
79,CET-4,immigrate immigration immigrant
79,CET-6,imminent
79,CET-4,immune immunity immunize/Ｇise
79,CET-4,impact
80,CET-6,impair
80,CET-6,impart
80,CET-4,impatient impatience
80,CET-6,imperative
80,CET-4,imperial imperialism imperialist
80,CET-6,impetus
80,CET-4,implement１
80,CET-4,implement２
80,CET-4,implicit
80,CET-4,imply implication
80,CET-4,import importation
80,CET-4,important importance
80,CET-4,impose imposition imposing
80,CET-4,impossible impossibility
80,CET-4,impress impression impressive
80,CET-6,imprison imprisonment
80,CET-6,impromptu
80,CET-4,improve improvement
80,CET-4,impulse impulsive
80,CET-4,in
80,CET-6,inaugurate inauguration
80,CET-6,inborn
80,CET-4,incentive
80,CET-4,inch
80,CET-4,incidence
80,CET-4,incident incidental incidentally
80,CET-4,incline inclined inclination
80,CET-4,include inclusion inclusive including
80,CET-4,income
80,CET-6,incorporate incorporation
80,CET-4,increase increasingly
80,CET-4,incredible incredibly
80,CET-6,incumbent
80,CET-6,incur
80,CET-6,indebted
80,CET-4,indeed
80,CET-6,indefinite
80,CET-4,independent independence
80,CET-4,index
80,CET-4,indicate indication indicative indicator
80,CET-6,indict indictment
80,CET-4,indifferent indifference
81,CET-6,indigenous
81,CET-6,indignant indignation
81,CET-4,indispensable
81,CET-4,individual individualism
81,CET-4,indoor indoors
81,CET-4,induce inducement
81,CET-6,indulge indulgence indulgent
81,CET-4,industry industrial industrialize/Ｇise industrious
81,CET-6,inertia
81,CET-4,inevitable
81,CET-4,infant
81,CET-4,infect infection infectious
81,CET-4,infer inference
81,CET-4,inferior inferiority
81,CET-4,infinite infinity infinitive
81,CET-4,inflate inflation
81,CET-6,inflict infliction
81,CET-4,influence influential
81,CET-4,influenza/flu
81,CET-4,inform information informative informant
81,CET-4,infrastructure
81,CET-6,infringe infringement
81,CET-6,ingenious ingenuity
81,CET-4,ingredient
81,CET-4,inhabit inhabitant
81,CET-6,inherent
81,CET-4,inherit inheritance
81,CET-6,inhibit inhibition
81,CET-4,initial initially
81,CET-4,initiate initiation initiative
81,CET-6,inject injection
81,CET-4,injure injury injurious
81,CET-4,ink
81,CET-4,inland
81,CET-6,inmate
81,CET-4,inn
81,CET-4,inner
81,CET-4,innocent innocence
81,CET-4,innovate innovation innovative
81,CET-6,innumerable
81,CET-4,input
81,CET-4,inquire/enquire inquiry/enquiry inquisitive
82,CET-4,insane insanity
82,CET-4,insect
82,CET-4,insert insertion
82,CET-4,inside insider
82,CET-4,insight insightful
82,CET-4,insist insistence insistent
82,CET-4,inspect inspection inspector
82,CET-4,inspire inspiration inspirational
82,CET-4,instal(l) instal(l)ation
82,CET-4,instal(l)ment
82,CET-4,instance
82,CET-4,instant instantaneous
82,CET-4,instead
82,CET-4,instinct instinctive
82,CET-4,institute
82,CET-4,institution institutional
82,CET-4,instruct instruction instructor instructive
82,CET-4,instrument instrumental
82,CET-6,insulate insulation insulator
82,CET-4,insult
82,CET-4,insure/ensure insurance
82,CET-4,intact
82,CET-4,intake
82,CET-4,intangible
82,CET-6,integral
82,CET-4,integrate integration
82,CET-4,integrity
82,CET-6,intellect
82,CET-4,intellectual
82,CET-4,intelligent intelligence
82,CET-6,intelligible
82,CET-4,intend intention intent intentional
82,CET-4,intense intensity intensify
82,CET-4,intensive
82,CET-4,interact interaction interactive
82,CET-6,intercourse
82,CET-4,interest interesting interested
82,CET-4,interfere interference
82,CET-6,interim
82,CET-4,interior
82,CET-4,intermediate intermediary
82,CET-6,intermittent
83,CET-4,internal
83,CET-4,international
83,CET-4,Internet/internet
83,CET-4,interpret interpretation interpreter
83,CET-6,interrogate interrogation
83,CET-4,interrupt interruption
83,CET-4,interval
83,CET-6,intervene intervention
83,CET-4,interview interviewer interviewee
83,CET-4,intimate intimacy
83,CET-6,intimidate intimidation
83,CET-4,into
83,CET-6,intricate intricacy
83,CET-6,intrigue
83,CET-6,intrinsic intrinsically
83,CET-4,introduce introduction introductory
83,CET-4,intrude intrusion intruder
83,CET-6,intuition intuitive
83,CET-4,invade invasion invader invasive
83,CET-6,invalid１
83,CET-4,invalid２
83,CET-4,invaluable
83,CET-4,invariably
83,CET-4,invent invention inventor
83,CET-6,inventory
83,CET-6,invert inversion
83,CET-4,invest investment investor
83,CET-4,investigate investigation investigator
83,CET-4,invisible
83,CET-4,invite invitation inviting
83,CET-4,involve involvement involved
83,CET-4,inward
83,CET-4,iron
83,CET-4,irony ironic(al) ironically
83,CET-4,irrational
83,CET-4,irregular
83,CET-6,irrespective
83,CET-4,irrigate irrigation
83,CET-6,irritate irritation irritating irritable
83,CET-4,island
83,CET-6,isle
83,CET-4,isolate isolation
84,CET-4,issue
84,CET-4,it
84,CET-4,item
84,CET-4,its
84,CET-4,itself
84,CET-6,ivory
84,CET-6,jack
84,CET-4,jacket
84,CET-4,jail/gaol
84,CET-4,jam１
84,CET-4,jam２
84,CET-4,January
84,CET-4,jar１
84,CET-4,jar２
84,CET-6,jargon
84,CET-4,jaw
84,CET-4,jazz
84,CET-4,jealous jealousy
84,CET-4,jeans
84,CET-4,jeep
84,CET-6,jelly
84,CET-6,jeopardize/Ｇise jeopardy
84,CET-6,jerk
84,CET-4,jet
84,CET-4,jetlag
84,CET-4,jewel jewel(l)ery
84,CET-4,job
84,CET-6,jockey
84,CET-4,jog
84,CET-4,join
84,CET-4,joint
84,CET-4,joke
84,CET-6,jolly
84,CET-4,journal
84,CET-4,journalism journalist
84,CET-4,journey
84,CET-4,joy joyous joyful
84,CET-4,judge judg(e)ment
84,CET-6,judicial
84,CET-6,judiciary
84,CET-4,juice juicy
84,CET-4,July
85,CET-4,jump
85,CET-6,junction
85,CET-4,June
85,CET-4,jungle
85,CET-4,junior
85,CET-4,junk
85,CET-6,jurisdiction
85,CET-4,jury juror
85,CET-4,just１
85,CET-4,just２
85,CET-4,justice
85,CET-4,justify justification
85,CET-6,juvenile
85,CET-4,keen
85,CET-4,keep
85,CET-4,kettle
85,CET-4,key
85,CET-4,keyboard
85,CET-4,kick
85,CET-4,kid
85,CET-6,kidnap
85,CET-6,kidney
85,CET-4,kill
85,CET-4,kilogram(me)/kilo
85,CET-4,kilometer/Ｇtre
85,CET-4,kin
85,CET-4,kind kindness
85,CET-4,kindergarten
85,CET-4,king
85,CET-4,kingdom
85,CET-4,kiss
85,CET-4,kit
85,CET-4,kitchen
85,CET-4,kite
85,CET-4,knee
85,CET-4,kneel
85,CET-4,knife
85,CET-6,knight
85,CET-4,knit
85,CET-6,knob
85,CET-4,knock
85,CET-4,knot knotty
86,CET-4,know knowledge knowledgeable
86,CET-4,knowhow
86,CET-4,label
86,CET-4,labo(u)r laborious
86,CET-4,laboratory/lab
86,CET-4,lace
86,CET-4,lack
86,CET-6,lad
86,CET-4,ladder
86,CET-4,lady
86,CET-4,lag
86,CET-4,lake
86,CET-4,lamb
86,CET-4,lame
86,CET-4,lamp
86,CET-4,land landing
86,CET-4,landlord/landlady
86,CET-6,landmark
86,CET-4,landscape
86,CET-4,lane
86,CET-4,language
86,CET-4,lap
86,CET-4,laptop
86,CET-4,large largely
86,CET-4,laser
86,CET-6,lash
86,CET-4,lass
86,CET-4,last lastly
86,CET-4,late later
86,CET-4,lately
86,CET-6,latitude
86,CET-4,latter
86,CET-4,laugh laughter
86,CET-4,launch
86,CET-4,laundry
86,CET-4,lavatory
86,CET-6,lavish
86,CET-4,law lawful
86,CET-4,lawn
86,CET-6,lawsuit
86,CET-4,lawyer
86,CET-4,lay
87,CET-4,layer
87,CET-6,layman
87,CET-4,layoff
87,CET-4,layout
87,CET-4,lazy laziness
87,CET-4,lead１
87,CET-4,lead２
87,CET-4,leaf
87,CET-6,leaflet
87,CET-4,league
87,CET-4,leak
87,CET-4,lean
87,CET-4,leap
87,CET-4,learn learned learning learner
87,CET-4,lease
87,CET-4,least
87,CET-4,leather
87,CET-4,leave
87,CET-4,lecture lecturer
87,CET-4,left leftist
87,CET-4,leg
87,CET-6,legacy
87,CET-4,legal legalize/Ｇise
87,CET-4,legend legendary
87,CET-4,legislate legislation legislative legislator
87,CET-6,legitimate legitimacy
87,CET-4,leisure leisurely
87,CET-4,lemon lemonade
87,CET-4,lend
87,CET-6,lenient leniency
87,CET-4,lens
87,CET-6,lesbian
87,CET-4,less
87,CET-4,lesson
87,CET-4,lest
87,CET-4,let
87,CET-4,letter
87,CET-4,level
87,CET-6,lever leverage
87,CET-6,levy
87,CET-4,liable liability
87,CET-4,liberal
88,CET-4,liberate liberation
88,CET-4,liberty
88,CET-4,library librarian
88,CET-4,license/Ｇce
88,CET-4,lick
88,CET-4,lid
88,CET-4,lie１
88,CET-4,lie２
88,CET-6,lieutenant
88,CET-4,life
88,CET-4,lift
88,CET-4,light１
88,CET-4,light２
88,CET-4,lightning
88,CET-4,like１
88,CET-4,like２
88,CET-4,likewise
88,CET-4,lily
88,CET-4,limb
88,CET-6,lime
88,CET-6,limelight
88,CET-4,limit limitation limited
88,CET-6,limp
88,CET-4,line linear
88,CET-6,linen
88,CET-6,liner
88,CET-6,linger
88,CET-6,linguistic linguistics
88,CET-4,link linkage
88,CET-4,lion lioness
88,CET-4,lip
88,CET-6,lipstick
88,CET-4,liquid
88,CET-4,liquor
88,CET-4,list
88,CET-4,listen listener
88,CET-4,liter/Ｇtre
88,CET-4,literal literally
88,CET-4,literary literature literate literacy
88,CET-4,litter
88,CET-4,little
88,CET-4,live１
89,CET-4,live２
89,CET-4,livelihood
89,CET-4,lively
89,CET-4,liver
89,CET-6,livestock
89,CET-4,livingＧroom
89,CET-4,load
89,CET-4,loaf
89,CET-4,loan
89,CET-4,lobby lobbyist
89,CET-4,local locality
89,CET-4,locate location
89,CET-4,lock locker
89,CET-6,locomotive
89,CET-4,lodge lodging
89,CET-6,lofty
89,CET-4,log
89,CET-4,logic logical
89,CET-6,logistics logistic(al)
89,CET-4,logo
89,CET-4,lonely loneliness
89,CET-4,long１
89,CET-4,long２
89,CET-6,longevity
89,CET-6,longitude longitudinal
89,CET-4,look
89,CET-6,loom
89,CET-6,loop
89,CET-4,loophole
89,CET-4,loose loosen
89,CET-6,loot
89,CET-4,lord
89,CET-4,lorry
89,CET-4,lose loss
89,CET-4,lot
89,CET-6,lotion
89,CET-6,lottery
89,CET-4,loud loudly
89,CET-6,lounge
89,CET-4,love lovely lover
89,CET-4,low lower
89,CET-4,loyal loyalty
90,CET-6,lubricate lubrication
90,CET-4,luck lucky
90,CET-6,lucrative
90,CET-4,luggage
90,CET-6,luminous
90,CET-4,lump
90,CET-4,lunar
90,CET-4,lunch luncheon
90,CET-4,lung
90,CET-6,lure
90,CET-4,luxury luxurious
90,CET-6,lyric lyrical
90,CET-4,machine machinery
90,CET-4,mad madden
90,CET-4,madam
90,CET-4,magazine
90,CET-4,magic magical
90,CET-6,magistrate
90,CET-4,magnet magnetic
90,CET-4,magnificent magnificence
90,CET-6,magnify
90,CET-6,magnitude
90,CET-4,maid
90,CET-4,maiden
90,CET-4,mail
90,CET-4,main
90,CET-4,mainland
90,CET-4,mainstream
90,CET-4,maintain maintenance
90,CET-6,majesty majestic
90,CET-4,major majority
90,CET-4,make
90,CET-4,makeup
90,CET-4,male
90,CET-6,malice malicious
90,CET-6,malignant
90,CET-4,mall
90,CET-6,malpractice
90,CET-4,mammal
90,CET-4,man manly manhood
90,CET-4,manage management manager managerial
90,CET-6,mandate mandatory
91,CET-6,maneuver/manoeuvre
91,CET-6,manifest manifestation
91,CET-4,manipulate manipulation manipulative
91,CET-4,mankind
91,CET-4,manner
91,CET-6,mansion
91,CET-4,manual
91,CET-4,manufacture manufacturer
91,CET-6,manuscript
91,CET-4,many
91,CET-4,map
91,CET-6,mar
91,CET-4,marathon
91,CET-6,marble
91,CET-4,March
91,CET-4,march
91,CET-4,margin marginal
91,CET-4,marine
91,CET-6,maritime
91,CET-4,mark
91,CET-4,market marketing
91,CET-4,marry marriage marital
91,CET-4,marsh
91,CET-4,marshal
91,CET-6,martyr martyrdom
91,CET-4,marvel marvel(l)ous
91,CET-4,Marxism Marxist
91,CET-6,masculine masculinity
91,CET-4,mask
91,CET-4,mass massive
91,CET-6,massacre
91,CET-4,massage
91,CET-4,master mastery
91,CET-4,masterpiece
91,CET-4,mat
91,CET-4,match
91,CET-4,mate
91,CET-4,material materialism materialist materialize/Ｇise
91,CET-6,maternal maternity
91,CET-4,math(ematics)/maths mathematical
91,CET-4,matter
91,CET-4,mature maturity
92,CET-4,maximum maximize/Ｇise maximal
92,CET-4,May
92,CET-4,may
92,CET-4,maybe
92,CET-4,mayor
92,CET-4,me
92,CET-6,meadow
92,CET-4,meal
92,CET-4,mean１
92,CET-4,mean２
92,CET-4,mean３
92,CET-4,means
92,CET-4,meantime
92,CET-4,meanwhile
92,CET-4,measure measurement measurable
92,CET-4,meat meaty
92,CET-4,mechanic mechanical mechanics mechanism
92,CET-4,mechanize/Ｇise mechanization/Ｇsation
92,CET-4,medal
92,CET-6,mediate mediation mediator
92,CET-4,medical
92,CET-4,Medicare
92,CET-6,medication
92,CET-4,medicine medicinal
92,CET-6,medieval
92,CET-4,medium media
92,CET-4,meet
92,CET-4,meeting
92,CET-6,melody melodious
92,CET-4,melon
92,CET-4,melt
92,CET-4,member membership
92,CET-4,memorandum/memo
92,CET-4,memorial
92,CET-4,memory memorize/Ｇise
92,CET-6,menace
92,CET-4,mend
92,CET-4,mental mentality
92,CET-4,mention
92,CET-6,mentor
92,CET-4,menu
92,CET-6,merchandise
93,CET-4,merchant
93,CET-6,mercury
93,CET-4,mercy merciful
93,CET-4,mere merely
93,CET-6,merge merger
93,CET-4,merit meritorious
93,CET-4,merry merriment
93,CET-4,mess messy
93,CET-4,message messenger
93,CET-6,metabolism metabolic
93,CET-4,metal metallic
93,CET-6,metaphor metaphorical
93,CET-4,meter/Ｇtre metric
93,CET-4,method methodical methodology
93,CET-6,meticulous
93,CET-4,metro
93,CET-6,metropolitan
93,CET-4,microphone
93,CET-4,microscope microscopic
93,CET-4,microwave microwavable
93,CET-4,midday
93,CET-4,middle
93,CET-4,middleＧclass
93,CET-4,midnight
93,CET-6,midst
93,CET-6,midwife
93,CET-4,might mighty
93,CET-4,migrate migration migrant
93,CET-4,mild
93,CET-4,mile mileage
93,CET-6,milestone
93,CET-6,militant militancy
93,CET-4,military
93,CET-6,militia
93,CET-4,milk milky
93,CET-4,mill
93,CET-4,millimeter/Ｇtre
93,CET-4,million millionaire
93,CET-4,mind
93,CET-6,mindset
93,CET-4,mine１
93,CET-4,mine２
94,CET-4,mine３
94,CET-6,mingle
94,CET-6,miniature
94,CET-4,minimum minimal minimize/Ｇise
94,CET-4,minister ministry ministerial
94,CET-4,minor minority
94,CET-6,mint
94,CET-4,minus
94,CET-4,minute１
94,CET-4,minute２
94,CET-4,miracle miraculous
94,CET-4,mirror
94,CET-4,miserable misery
94,CET-4,misfortune
94,CET-4,mislead misleading
94,CET-4,miss１
94,CET-4,miss２
94,CET-4,missile
94,CET-4,missing
94,CET-4,mission
94,CET-6,missionary
94,CET-4,mist misty
94,CET-4,mistake mistaken
94,CET-4,mister
94,CET-4,mistress
94,CET-4,misunderstand misunderstanding
94,CET-4,mix mixture mixer
94,CET-6,moan
94,CET-4,mobile
94,CET-6,mobilize/Ｇise
94,CET-6,mock
94,CET-4,mode
94,CET-4,model
94,CET-4,moderate moderation moderator
94,CET-4,modern modernize/Ｇise modernization/Ｇsation
94,CET-4,modest modesty
94,CET-4,modify modification modifier
94,CET-4,moist moisture
94,CET-4,mo(u)ld mo(u)ldy
94,CET-6,molecule molecular
94,CET-4,mom(my)
94,CET-4,moment momentary momentarily
95,CET-6,momentum momentous
95,CET-6,monarchy monarch
95,CET-4,Monday
95,CET-4,money monetary
95,CET-4,monitor
95,CET-4,monkey
95,CET-6,monopoly monopolize/Ｇise
95,CET-6,monotony monotonous
95,CET-4,monster monstrous
95,CET-4,month monthly
95,CET-4,monument monumental
95,CET-4,mood moody
95,CET-4,moon
95,CET-4,mop
95,CET-4,moral morality
95,CET-6,morale
95,CET-4,more
95,CET-4,moreover
95,CET-4,morning
95,CET-6,mortal mortality
95,CET-4,mortgage
95,CET-6,mosquito
95,CET-4,most mostly
95,CET-4,motel
95,CET-4,mother motherly
95,CET-4,motion
95,CET-4,motivate motivation
95,CET-4,motive
95,CET-4,motor
95,CET-4,motorway
95,CET-4,mount１
95,CET-4,mount２
95,CET-4,mountain mountainous
95,CET-6,mourn mourning
95,CET-4,mouse
95,CET-4,mouth mouthful
95,CET-4,move movement
95,CET-4,movie
95,CET-6,mow
95,CET-4,much
95,CET-4,mud muddy
95,CET-4,mug
96,CET-4,mule
96,CET-6,multilateral
96,CET-4,multiple multiply multiplication
96,CET-6,multitude
96,CET-4,municipal municipality
96,CET-4,murder murderous
96,CET-6,murmur
96,CET-4,muscle muscular
96,CET-4,museum
96,CET-4,mushroom
96,CET-4,music musical musician
96,CET-4,must
96,CET-6,mute
96,CET-6,mutter
96,CET-4,mutual
96,CET-4,my
96,CET-4,myself
96,CET-4,mystery mysterious
96,CET-4,myth mythical mythology
96,CET-4,nail
96,CET-6,naive naivety
96,CET-4,naked
96,CET-4,name
96,CET-4,namely
96,CET-4,nap
96,CET-4,napkin
96,CET-4,narrate narration narrative narrator
96,CET-4,narrow narrowly
96,CET-4,nasty
96,CET-4,nation national nationality nationalist nationalism
96,CET-4,nationwide
96,CET-4,native
96,CET-4,nature natural naturally
96,CET-4,naughty
96,CET-6,navigate navigation
96,CET-4,navy naval
96,CET-4,near nearly
96,CET-4,nearby
96,CET-4,neat
96,CET-4,necessary necessarily
96,CET-4,necessity necessitate
96,CET-4,neck
97,CET-4,necklace
97,CET-4,need needy
97,CET-4,needle
97,CET-4,negate negation negative
97,CET-4,neglect neglectful
97,CET-6,negligent negligence
97,CET-6,negligible
97,CET-4,negotiate negotiation negotiable
97,CET-4,neighbo(u)r neighbo(u)rhood
97,CET-4,neither
97,CET-4,nephew
97,CET-4,nerve nervous
97,CET-4,nest
97,CET-4,net
97,CET-4,network networking
97,CET-4,neutral neutrality neutralize/Ｇise
97,CET-4,never
97,CET-4,nevertheless
97,CET-4,new
97,CET-4,news
97,CET-4,newspaper
97,CET-4,next
97,CET-4,nice nicety
97,CET-4,nickel
97,CET-6,nickname
97,CET-4,niece
97,CET-4,night nightly
97,CET-4,nightmare
97,CET-6,nil
97,CET-4,nine
97,CET-4,nineteen
97,CET-4,ninety
97,CET-4,ninth
97,CET-6,nitrogen
97,CET-4,no
97,CET-4,noble nobility
97,CET-4,nobody
97,CET-4,nod
97,CET-4,noise noisy
97,CET-6,nominal
97,CET-6,nominate nomination nominee
97,CET-4,none
98,CET-6,nonetheless
98,CET-4,nonsense
98,CET-4,noodle
98,CET-4,noon
98,CET-4,nor
98,CET-4,norm
98,CET-4,normal normally normalize/Ｇise normalization/Ｇsation
98,CET-4,north northern
98,CET-4,northeast northeastern
98,CET-4,northwest northwestern
98,CET-4,nose nosy
98,CET-4,not
98,CET-4,note notation notable
98,CET-4,notebook
98,CET-6,noteworthy
98,CET-4,nothing
98,CET-4,notice noticeable
98,CET-4,notify notification
98,CET-4,notion notional
98,CET-6,notorious notoriety
98,CET-6,notwithstanding
98,CET-4,noun
98,CET-4,nourish nourishment
98,CET-4,novel１
98,CET-4,novel２
98,CET-4,November
98,CET-4,now
98,CET-4,nowadays
98,CET-4,nowhere
98,CET-4,nuclear nucleus
98,CET-4,nude nudity
98,CET-4,nuisance
98,CET-6,numb
98,CET-4,number
98,CET-6,numerical
98,CET-4,numerous
98,CET-4,nurse
98,CET-4,nursery
98,CET-6,nurture
98,CET-4,nut
98,CET-4,nutrition nutrient
98,CET-6,oak
99,CET-6,oar
99,CET-6,oath
99,CET-4,obese obesity
99,CET-4,obey obedient obedience
99,CET-4,object１
99,CET-4,object２
99,CET-4,objective
99,CET-4,oblige obligation obliged obligatory
99,CET-6,obscene obscenity
99,CET-6,obscure obscurity
99,CET-6,observatory
99,CET-4,observe observation observer observant
99,CET-6,obsess obsession obsessive
99,CET-4,obstacle
99,CET-6,obstruct obstruction
99,CET-4,obtain obtainment
99,CET-4,obvious obviously
99,CET-4,occasion occasional occasionally
99,CET-4,occupation occupational
99,CET-4,occupy occupancy occupant
99,CET-4,occur occurrence
99,CET-4,ocean oceanic
99,CET-4,o􀆳clock
99,CET-4,October
99,CET-4,odd oddity
99,CET-4,odds
99,CET-4,odo(u)r odorous
99,CET-4,of
99,CET-4,off
99,CET-4,offend offense/Ｇce offensive offender
99,CET-4,offer offering
99,CET-4,office
99,CET-4,officer
99,CET-4,official
99,CET-6,offset
99,CET-6,offspring
99,CET-4,often/oftentimes
99,CET-4,oil oily
99,CET-4,okay
99,CET-4,old
99,CET-4,oldＧfashioned
99,CET-6,olive
100,CET-4,Olympic Olympics Olympiad
100,CET-4,omit omission
100,CET-4,on
100,CET-4,once
100,CET-4,one
100,CET-4,oneself
100,CET-4,ongoing
100,CET-4,onion
100,CET-4,online
100,CET-4,only
100,CET-6,onset
100,CET-4,onto
100,CET-4,onward
100,CET-6,opaque
100,CET-4,open opener opening openly
100,CET-4,opera
100,CET-4,operate operation operational operator
100,CET-6,operative
100,CET-4,opinion
100,CET-4,opportunity
100,CET-4,oppose opposition opponent
100,CET-4,opposite
100,CET-6,oppress oppression oppressive
100,CET-4,opt option optional
100,CET-6,optic optical
100,CET-4,optimism optimistic optimist
100,CET-6,optimum optimal
100,CET-4,or
100,CET-4,oral
100,CET-4,orange
100,CET-4,orbit orbital
100,CET-4,orchestra
100,CET-6,ordeal
100,CET-4,order orderly
100,CET-4,ordinary
100,CET-4,ore
100,CET-4,organ
100,CET-4,organic
100,CET-4,organism
100,CET-4,organize/Ｇise organization/Ｇsation organizational/Ｇsational
100,CET-4,orient１
100,CET-4,orient２
101,CET-4,origin original originality originate
101,CET-4,ornament ornamental
101,CET-4,orphan orphanage
101,CET-6,orthodox
101,CET-4,other
101,CET-4,otherwise
101,CET-4,oughtto
101,CET-4,ounce
101,CET-4,our
101,CET-4,ours
101,CET-4,ourselves
101,CET-4,out
101,CET-4,outbreak
101,CET-4,outcome
101,CET-4,outdated
101,CET-4,outdoor outdoors
101,CET-4,outer
101,CET-6,outfit
101,CET-4,outgoing
101,CET-4,outing
101,CET-6,outlaw
101,CET-4,outlet
101,CET-4,outline
101,CET-4,outlook
101,CET-4,output
101,CET-6,outrage outrageous
101,CET-4,outset
101,CET-4,outside outsider
101,CET-4,outskirts
101,CET-4,outstanding
101,CET-4,outward outwards
101,CET-4,oval
101,CET-4,oven
101,CET-4,over
101,CET-4,overall
101,CET-4,overcoat
101,CET-4,overcome
101,CET-4,overdue
101,CET-6,overflow
101,CET-6,overhaul
101,CET-4,overhead
101,CET-4,overhear
102,CET-6,overlap
102,CET-4,overlook
102,CET-4,overnight
102,CET-6,override
102,CET-4,overseas
102,CET-4,oversee
102,CET-4,oversight
102,CET-6,overstate
102,CET-6,overt
102,CET-4,overtake
102,CET-4,overthrow
102,CET-4,overtime
102,CET-6,overturn
102,CET-4,overwhelm overwhelming overwhelmingly
102,CET-4,owe owingto
